filepath,label
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_01337.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04343.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02211.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04554.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00403.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01573.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00474.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02723.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00744.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real_extra_iphone/hyohee_v1_0561.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_extra_00124.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02158.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02418.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_00412.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02667.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02685.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02755.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00215.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_00842.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00500.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02480.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00202.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01339.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01227.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real_extra_iphone/lee_0058.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_injoon_00256.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real_extra_iphone/hyohee_v1_0543.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_01598.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_02671.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01890.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02017.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_01049.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00108.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00321.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00762.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02350.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01781.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01000.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00922.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02571.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_00283.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02986.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_injoon_00035.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_00670.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01256.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00166.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00461.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02976.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_injoon_00303.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_00481.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_01406.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04704.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02063.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00399.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02854.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_01833.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_01235.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_02636.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03011.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_00355.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01618.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_00615.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00202.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00447.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_02993.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_02870.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_00508.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01796.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01592.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02001.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_00593.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_02501.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01770.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02350.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_01524.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02234.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01925.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real_extra_iphone/hyohee_v1_0150.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04456.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03903.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_01347.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02587.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_injoon_00404.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03371.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_00790.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01369.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02369.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real_extra_iphone/hyohee_v1_0479.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02166.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01638.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02218.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00464.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_02575.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_01201.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_05117.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_00187.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_01538.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04998.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01356.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02364.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_05451.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_02800.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02055.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_02324.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04407.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_02972.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_00162.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00403.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01451.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04457.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02365.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01291.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_01940.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02946.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_01395.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00375.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02834.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_01010.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_01074.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02607.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03077.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_02976.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00948.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_extra_00062.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02848.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04108.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_00620.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02588.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02298.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02768.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02568.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_01574.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_01042.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00503.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00123.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00207.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_injoon_00054.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00858.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00512.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02974.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_00889.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02308.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00162.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01707.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_01861.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01928.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real_extra_iphone/hyohee_v1_0295.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_01878.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_bsw_012.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00978.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00005.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04589.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_05144.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02266.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04895.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01355.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_extra_00184.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_02009.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real_extra_iphone/hyohee_v1_0172.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00803.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00247.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03306.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00549.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_injoon_00406.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01011.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03187.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_05330.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02804.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01761.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01682.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_01070.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04630.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_00341.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00184.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03591.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01713.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_injoon_00455.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02855.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03858.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02991.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04658.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_02130.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00189.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02079.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04638.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02991.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_02354.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_01964.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03254.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_01331.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02345.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_01252.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02300.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_04798.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_00336.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02629.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00780.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_01339.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_03846.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00415.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02312.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_01509.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_02136.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_05535.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_02843.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02904.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00659.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01290.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_02113.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00009.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_injoon_00189.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_gen_00773.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_123_kspon01_00404.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/fake/fake_clone_00159.wav,0
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_537_common_00099.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real/real_571_telephone_01515.wav,1
/Users/hyohee/Documents/Claude_project/anti-deepvoice-guard/model-training/data/real_extra_iphone/jeong_0002.wav,1
